state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10
Alabama,Russell,2015,337,196,139,2,0,0,0,141,65,47,0,0,76,261,0
Alabama,Shelby,2015,257,219,36,2,0,0,0,115,57,39,0,0,225,32,0
Alabama,Sumter,2015,314,233,80,1,0,0,0,107,57,40,0,0,134,180,0
Alabama,Talladega,2015,107,76,31,0,0,0,0,81,57,40,0,0,0,107,0
Alabama,Tuscaloosa,2015,357,193,164,0,0,0,0,89,63,49,0,0,50,307,0
Alaska,Aleutians East ,2015,117,117,0,0,0,0,0,33,21,10,0,0,0,117,0
Alaska,Anchorage ,2015,361,301,60,0,0,0,0,76,56,28,3,0,0,263,95
Alaska,Denali ,2015,363,356,7,0,0,0,0,89,44,34,0,0,357,6,0
Alaska,Fairbanks North Star ,2015,365,169,133,20,40,3,0,238,153,54,0,3,85,269,8
Alaska,Juneau ,2015,351,296,55,0,0,0,0,91,56,21,0,0,0,349,2
Alaska,Kenai Peninsula ,2015,40,40,0,0,0,0,0,17,10,5,0,0,0,40,0
Alaska,Matanuska-Susitna ,2015,365,286,68,10,1,0,0,154,75,29,0,0,190,137,38
Alaska,Yukon-Koyukuk ,2015,83,82,1,0,0,0,0,95,15,4,0,0,0,83,0
Arizona,Apache,2015,361,361,0,0,0,0,0,35,19,11,0,0,0,52,309
Arizona,Cochise,2015,365,282,83,0,0,0,0,90,64,44,0,0,332,10,23
Arizona,Coconino,2015,365,260,101,4,0,0,0,108,71,44,0,0,359,6,0
Arizona,Gila,2015,365,258,102,5,0,0,0,129,74,43,0,0,269,4,92
Arizona,La Paz,2015,360,273,84,3,0,0,0,108,67,42,0,17,292,13,38
Arizona,Maricopa,2015,365,85,244,36,0,0,0,147,100,64,0,25,219,89,32
Arizona,Mohave,2015,364,354,10,0,0,0,0,58,32,17,0,0,0,41,323
Arizona,Navajo,2015,365,317,48,0,0,0,0,100,54,39,0,0,320,9,36
Arizona,Pima,2015,365,247,117,1,0,0,0,101,71,45,0,2,281,16,66
Arizona,Pinal,2015,365,105,214,33,3,0,10,881,108,63,0,0,140,38,187
Arizona,Santa Cruz,2015,365,294,68,3,0,0,0,135,60,30,0,0,0,264,101
Arizona,Yavapai,2015,300,235,65,0,0,0,0,100,64,41,0,0,275,25,0
Arizona,Yuma,2015,365,260,91,13,0,1,0,266,77,43,0,0,212,20,133
Arkansas,Arkansas,2015,116,88,28,0,0,0,0,71,58,34,0,0,0,116,0
Arkansas,Ashley,2015,116,92,24,0,0,0,0,73,56,31,0,0,0,116,0
Arkansas,Clark,2015,320,305,15,0,0,0,0,87,45,33,0,0,320,0,0
Arkansas,Crittenden,2015,365,308,56,1,0,0,0,101,58,36,0,23,291,51,0
Arkansas,Garland,2015,120,97,23,0,0,0,0,72,55,34,0,0,0,120,0
Arkansas,Jackson,2015,119,96,23,0,0,0,0,64,55,31,0,0,0,119,0
Arkansas,Newton,2015,365,341,24,0,0,0,0,90,47,35,0,0,340,25,0
Arkansas,Polk,2015,361,313,47,1,0,0,0,101,53,38,0,0,312,49,0
Arkansas,Pulaski,2015,365,233,132,0,0,0,0,100,66,44,0,6,147,212,0
Arkansas,Union,2015,119,94,25,0,0,0,0,74,55,33,0,0,0,119,0
Arkansas,Washington,2015,365,328,37,0,0,0,0,90,51,37,0,0,325,40,0
California,Alameda,2015,365,214,139,12,0,0,0,147,76,46,0,15,180,170,0
California,Alpine,2015,31,1,14,13,3,0,0,170,149,102,0,0,0,31,0
California,Amador,2015,364,283,73,8,0,0,0,140,67,41,0,0,364,0,0
California,Butte,2015,365,170,182,12,1,0,0,152,84,52,0,0,237,127,1
California,Calaveras,2015,365,245,98,18,2,1,1,320,90,45,0,0,274,91,0
California,Colusa,2015,365,229,130,4,2,0,0,191,70,46,0,0,154,208,3
California,Contra Costa,2015,365,258,99,8,0,0,0,147,67,44,0,7,213,145,0
California,Del Norte,2015,114,106,8,0,0,0,0,69,39,15,0,0,0,114,0
California,El Dorado,2015,365,239,102,22,2,0,0,166,93,44,0,0,350,5,10
California,Fresno,2015,365,60,203,78,23,1,0,205,136,80,0,0,227,133,5
California,Glenn,2015,365,257,108,0,0,0,0,93,67,44,0,0,243,99,23
California,Humboldt,2015,365,310,55,0,0,0,0,90,54,36,0,0,183,176,6
California,Imperial,2015,365,87,236,39,3,0,0,175,105,63,0,5,147,127,86
California,Inyo,2015,365,203,141,12,6,0,3,1383,90,48,0,0,286,29,50
California,Kern,2015,365,44,199,93,28,1,0,201,146,84,0,1,231,129,4
California,Kings,2015,365,90,205,60,10,0,0,174,119,71,0,0,197,131,37
California,Lake,2015,363,351,11,1,0,0,0,148,47,36,0,0,361,2,0
California,Los Angeles,2015,365,26,207,95,36,1,0,203,151,79,0,25,189,149,2
California,Madera,2015,365,109,209,43,4,0,0,154,105,63,0,0,223,127,15
California,Marin,2015,365,285,78,2,0,0,0,103,61,36,1,16,178,169,1
California,Mariposa,2015,365,239,115,6,4,1,0,215,84,46,0,0,327,29,9
California,Mendocino,2015,365,302,59,2,2,0,0,160,55,38,0,0,136,229,0
California,Merced,2015,365,142,178,41,4,0,0,159,105,58,0,0,217,147,1
California,Mono,2015,365,321,25,2,4,1,12,3994,54,14,0,0,0,29,336
California,Monterey,2015,365,331,33,1,0,0,0,120,50,37,0,2,258,80,25
California,Napa,2015,365,237,127,1,0,0,0,108,69,44,1,1,145,216,2
California,Nevada,2015,364,217,116,29,2,0,0,166,93,47,0,0,356,8,0
California,Orange,2015,365,126,218,19,2,0,0,156,87,56,0,36,128,200,1
California,Placer,2015,365,236,120,8,1,0,0,179,75,45,0,9,205,151,0
California,Plumas,2015,132,68,50,10,4,0,0,157,102,50,0,0,0,132,0
California,Riverside,2015,365,43,182,106,32,2,0,238,150,87,0,0,194,107,64
California,Sacramento,2015,365,153,184,25,3,0,0,172,93,54,0,4,193,168,0
California,San Benito,2015,365,313,52,0,0,0,0,93,58,39,0,0,341,23,1
